ID,Description,Entry_ID,Spacy
entsendenPerson-1,entsenden 〈Person〉,2313-expedial,entsenden Person
ausstellen-1,ausstellen,2313-expedial,ausstellen
abfassenSchriftstuck-1,abfassen 〈Schriftstück〉,2313-expedial,abfassen Schriftstück
Export-1,Export,2314-export,Export
SchnellPostusw-1,Schnell- 〈Post usw〉,2315-expressz,Schnell Post usw
ExpreSendung-1,Expreß- 〈Sendung,2315-expressz,Expreß Sendung
Briefusw-1,Brief usw〉,2315-expressz,Brief usw
Eilbote-1,Eilbote,2315-expressz,
Eilbote-2,Eilbote,2793-fullajtar,
Eilbote-3,Eilbote,8470-surgony,
Eilbote-4,Eilbote,8492-szabados,
Exprebrief-1,Expreßbrief,2315-expressz,
ArtJagdgewehr-1,Art Jagdgewehr,2315-expressz,Art Jagdgewehr
Fernschnellzug-1,Fernschnellzug,2315-expressz,
ausdrucklich-1,ausdrücklich,2315-expressz,ausdrücklich
expre-1,expreß,2315-expressz,
Sonder-1,Sonder-,2316-extra,Sonder
Sonder-2,Sonder-,5381-kulon,Sonder
eigens-1,eigens,2316-extra,eigens
besonder-1,besonder,2316-extra,besonder
besonder-2,besonder,5381-kulon,besonder
besonder-3,besonder,5384-kulonc,besonder
Extra-1,Extra,2316-extra,Extra
Extramontur-1,Extramontur,2316-extra,
Extrauniform-1,Extrauniform,2316-extra,
dieser-1,dieser,2317-ez,dieser
dieser-2,dieser,2317-ez,dieser
aufeineregelmaigeZeitspannefolgendzBTag-1,auf eine regelmäßige Zeitspanne folgend 〈zB. Tag〉,2317-ez,auf eine regelmäßige Zeitspanne folgend zB Tag
dasArtikel-1,das 〈Artikel〉,2318-ez,das Artikel
hierdurch-1,hierdurch,2319-ezennel,hierdurch
hiermit-1,hiermit,2319-ezennel,hiermit
tausend-1,tausend,2320-ezer,tausend
Regiment-1,Regiment,2320-ezer,Regiment
Regiment-2,Regiment,2320-ezer,Regiment
Regiment-3,Regiment,9384-tomor,Regiment
Tausender-1,Tausender,2320-ezer,Tausender
Jahrtausend-1,Jahrtausend,2320-ezer,Jahrtausend
Jahrtausend-2,Jahrtausend,2320-ezer,Jahrtausend
VorstandvonSoldaten-1,Vorstand 〈von Soldaten〉,2320-ezer,Vorstand von Soldaten
tausente-1,tausente,2320-ezer,
TausenderZahl-1,Tausender 〈Zahl〉,2320-ezer,Tausender Zahl
TausenderGeltuck-1,Tausender 〈Geltück〉,2320-ezer,Tausender Geltück
Stacheldistel-1,Stacheldistel,2321-ezerjofu,
Diptam-1,Diptam,2321-ezerjofu,
Tausendguldenkraut-1,Tausendguldenkraut,2321-ezerjofu,
Tausendkunstler-1,Tausendkünstler,2322-ezermester,
Silber-1,Silber,2323-ezust,Silber
Silbermunze-1,Silbermünze,2323-ezust,Silbermünze
Silberzeug-1,Silberzeug,2323-ezust,
Zimt-1,Zimt,2324-fahej,Zimt
Baum-1,Baum,2325-fa,Baum
Baum-2,Baum〉,8443-surjan,Baum
Holz-1,Holz,2325-fa,Holz
mitBaumenbepflanzt-1,mit Bäumen bepflanzt,2325-fa,mit Bäumen bepflanzt
holzig-1,holzig,2325-fa,holzig
Holzhacken-1,Holz hacken,2325-fa,Holz hacken
Holzholen-1,Holz holen,2325-fa,Holz holen
verholzen-1,verholzen,2325-fa,verholzen
abstumpfen-1,abstumpfen,2325-fa,abstumpfen
fertigen-1,fertigen,2326-fabrikal,fertigen
ausbruten-1,ausbrüten,2326-fabrikal,ausbrüten
ausbruten-2,ausbrüten,4785-kisut,ausbrüten
fabrikmaigherstellen-1,fabrikmäßig herstellen,2326-fabrikal,fabrikmäßig herstellen
fabel-1,fabel,2327-fabula,
Fasan-1,Fasan,2328-facan,Fasan
erwerbslos-1,erwerbslos,2329-facer,erwerbslos
unbeschaftigt-1,unbeschäftigt,2329-facer,
unbesetzt-1,unbesetzt,2329-facer,unbesetzt
geradefrei-1,gerade frei,2329-facer,gerade frei
nichtanderswoverabredetPerson-1,nicht anderswo verabredet 〈Person〉,2329-facer,nicht anderswo verabredet Person
SpezialgebietinHandwerk-1,Spezialgebiet 〈in Handwerk,2330-fach,Spezialgebiet in Handwerk
Kunst-1,Kunst,2330-fach,Kunst
Kunst-2,Kunst〉,2712-fotografia,Kunst
Kunst-3,Kunst,6153-mester,Kunst
Kunst-4,Kunst-,6327-mu,Kunst
Kunst-5,Kunst-,6327-mu,Kunst
Kunst-6,Kunst,9884-vicc,Kunst
Wissenschaft-1,Wissenschaft〉,2330-fach,Wissenschaft
Wissenschaft-2,Wissenschaft,9483-tud,Wissenschaft
FachineinemSchrank-1,Fach 〈in einem Schrank,2330-fach,Fach in einem Schrank
Regalusw-1,Regal usw〉,2330-fach,Regal usw
wringen-1,wringen,2331-facsar,wringen
auspressen-1,auspressen,2331-facsar,auspressen
verdrehen-1,verdrehen,2331-facsar,verdrehen
verdrehen-2,verdrehen,9956-visszal,verdrehen
auftreiben-1,auftreiben,2331-facsar,auftreiben
erzwingen-1,erzwingen,2331-facsar,erzwingen
geizig-1,geizig,2331-facsar,geizig
geizig-2,geizig,2405-faszari,geizig
geizig-3,geizig,2739-fosveny,geizig
geizig-4,geizig,2789-fukar,geizig
geizig-5,geizig,2873-galad,geizig
geizig-6,geizig,7230-piszlicsar,geizig
geizig-7,geizig,8235-skot,geizig
geizig-8,geizig,8278-soher,geizig
geizig-9,geizig,8297-sopar,geizig
geizig-10,geizig,8941-szukmarku,geizig
geizig-11,geizig,8983-takaros,geizig
geizig-12,geizig,10141-zsinar,geizig
fad-1,fad,2332-fad,fad
einreien-1,einreißen,2333-faggat,einreißen
zumAufbrechenbringenWunde-1,zum Aufbrechen bringen 〈Wunde〉,2333-faggat,zum Aufbrechen bringen Wunde
mitFragenqualen-1,mit Fragen quälen,2333-faggat,mit Fragen quälen
mitFragenqualen-2,mit Fragen quälen,2585-firtat,mit Fragen quälen
mitFragenqualen-3,mit Fragen quälen,4733-kenyszerit,mit Fragen quälen
Fagott-1,Fagott,2334-fagott,Fagott
gefrieren-1,gefrieren,2335-fagy,gefrieren
gefrieren-2,gefrieren,2335-fagy,gefrieren
anfrieren-1,anfrieren,2335-fagy,anfrieren
esisteinemkalt-1,es ist einem kalt,2335-fagy,es ist einem kalt
Gefrieren-1,Gefrieren,2335-fagy,Gefrieren
zusammenlegenFischnetz-1,zusammenlegen 〈Fischnetz〉,2336-fagy,zusammenlegen Fischnetz
aufwickelnSeil-1,aufwickeln 〈Seil,2336-fagy,aufwickeln Seil
Garn-1,Garn〉,2336-fagy,Garn
mitderZungeabreienundverschlingenRind-1,mit der Zunge abreißen und verschlingen 〈Rind〉,2336-fagy,mit der Zunge abreißen und verschlingen Rind
fressenMensch-1,fressen 〈Mensch〉,2336-fagy,fressen Mensch
Liguster-1,Liguster,2337-fagyal,Liguster
Liguster-2,Liguster,8477-suveg,Liguster
Talg-1,Talg,2338-faggyu,Talg
Speiseeis-1,Speiseeis,2339-fagylalt,Speiseeis
zumAufbewahrenvonSpeiseeisbestimmt-1,zum Aufbewahren von Speiseeis bestimmt,2339-fagylalt,zum Aufbewahren von Speiseeis bestimmt
Eisverkaufer-1,Eisverkäufer,2339-fagylalt,Eisverkäufer
GesamtheitderNachkommenschaft-1,Gesamtheit der Nachkommenschaft,2340-faj,Gesamtheit der Nachkommenschaft
Geschlecht-1,Geschlecht,2340-faj,Geschlecht
Geschlecht-2,Geschlecht,2369-familia,Geschlecht
Geschlecht-3,Geschlecht,2463-felekezet,Geschlecht
Geschlecht-4,Geschlecht,2955-generacio,Geschlecht
Geschlecht-5,Geschlecht,3236-gyoker,Geschlecht
Geschlecht-6,Geschlecht,3450-haz,Geschlecht
Geschlecht-7,Geschlecht,3990-ivar,Geschlecht
Geschlecht-8,Geschlecht,5767-mag,Geschlecht
Geschlecht-9,Geschlecht,6393-nem,Geschlecht
Geschlecht-10,Geschlecht,6404-nemz,Geschlecht
Geschlecht-11,Geschlecht,6521-nyom,Geschlecht
naturlichesGeschlecht-1,natürliches Geschlecht,2340-faj,natürliches Geschlecht
Rasse-1,Rasse,2340-faj,Rasse
Rasse-2,Rasse,7658-rassz,Rasse
Sorte-1,Sorte,2340-faj,Sorte
Sorte-2,Sorte,4282-kaliber,Sorte
SpeziesinderPhilosophie-1,Spezies 〈in der Philosophie〉,2340-faj,Spezies in der Philosophie
edlerRasse-1,edler Rasse,2340-faj,edler Rasse
ersterGute-1,erster Güte,2340-faj,erster Güte
akinekgyermekevan-1,akinek gyermeke van,2340-faj,akinek gyermeke van
rendellenes-1,rendellenes,2340-faj,
hurerisch-1,hurerisch,2340-faj,
kindelos-1,kindelos,2340-faj,
entarten-1,entarten,2340-faj,entarten
entarten-2,entarten,2340-faj,entarten
entarten-3,entarten,9865-vetekedik,entarten
entarten-4,entarten,9868-vetemik,entarten
entarten-5,entarten,9869-vetemedik,entarten
jungen-1,jungen,2340-faj,jungen
schmerzen-1,schmerzen,2341-faj,schmerzen
schmerzhaftfuhlen-1,schmerzhaft fühlen,2341-faj,schmerzhaft fühlen
schmerzhaftfuhlen-2,schmerzhaft fühlen,2341-faj,schmerzhaft fühlen
Fayence-1,Fayence,2342-fajansz,Fayence
WaldhuhnAuerhuhn-1,Waldhuhn 〈Auerhuhn,2343-fajd,Waldhuhn Auerhuhn
Haselhuhn-1,Haselhuhn〉,2343-fajd,Haselhuhn
Teichhuhn-1,Teichhuhn,2343-fajd,
ausgezeichnet-1,ausgezeichnet,2344-fajin,ausgezeichnet
ausgezeichnet-2,ausgezeichnet,2404-fasza,ausgezeichnet
ausgezeichnet-3,ausgezeichnet,6214-mondvacsinalt,ausgezeichnet
ausgezeichnet-4,ausgezeichnet,9544-tunik,ausgezeichnet
feinesenglischesTuch-1,feines englisches Tuch,2345-fajlondis,feines englisches Tuch
Feierabend-1,Feierabend,2346-fajront,Feierabend
Varietat-1,Varietät,2347-fajta,Varietät
Varietat-2,Varietät,9715-valfaj,Varietät
AbartauchalsAttr-1,Abart 〈auch als Attr〉,2347-fajta,Abart auch als Attr
solcher-1,solcher,2348-affajta,solcher
solcher-2,solcher,2461-effele,solcher
solcher-3,solcher,3849-ily,solcher
solcher-4,solcher,3849-ily,solcher
solcher-5,solcher,6677-oly,solcher
solcher-6,solcher,6677-oly,solcher
solcher-7,solcher,9571-ugy,solcher
sprossen-1,sprossen,2349-fakad,sprossen
sprossen-2,sprossen,3221-gyermek,sprossen
sprossen-3,sprossen,3324-hajt,sprossen
inetwausbrechen-1,in etw ausbrechen,2349-fakad,in etw ausbrechen
entspringen-1,entspringen,2349-fakad,entspringen
entspringen-2,entspringen,2696-forr,entspringen
hervorquellenauchabstr-1,hervorquellen 〈auch abstr〉,2349-fakad,hervorquellen auch abstr
zuetwwerden-1,zu etw werden,2349-fakad,zu etw werden
zuetwwerden-2,zu etw werden,5595-lesz,zu etw werden
zerspringen-1,zerspringen,2349-fakad,zerspringen
zerspringen-2,zerspringen,7012-pattan,zerspringen
zerplatzen-1,zerplatzen,2349-fakad,zerplatzen
Pustel-1,Pustel,2349-fakad,
Pustel-2,Pustel,6075-mirigy,
Pustel-3,Pustel,7012-pattan,
Pustel-4,Pustel〉,7424-porsed,
Pustel-5,Pustel,7997-rucsok,
Pustel-6,Pustel,8311-somor,
Geschwur-1,Geschwür,2349-fakad,Geschwür
Geschwur-2,Geschwür,2453-fekely,Geschwür
Geschwur-3,Geschwür,2899-gancs,Geschwür
Geschwur-4,Geschwür,3040-golyva,Geschwür
Geschwur-5,Geschwür,3439-hatak,Geschwür
Geschwur-6,Geschwür,6075-mirigy,Geschwür
Geschwur-7,Geschwür,9501-tur,Geschwür
Fakir-1,Fakir,2350-fakir,Fakir
gefuhlloser-1,gefühlloser,2350-fakir,
anspruchsloserMensch-1,anspruchsloser Mensch,2350-fakir,anspruchsloser Mensch
Fackel-1,Fackel,2351-faklya,Fackel
Fackel-2,Fackel,8904-szovetnek,Fackel
Fackel-3,Fackel,9655-uszog,Fackel
Falbe-1,Falbe,2352-fako,
Falbe-2,Falbe,4616-kese,
fahl-1,fahl,2352-fako,fahl
fahl-2,fahl,3631-hoka,fahl
fahl-3,fahl,8710-szepe,fahl
fahl-4,fahl,10166-zsufa,fahl
unbeschlagenWagen-1,unbeschlagen 〈Wagen〉,2352-fako,unbeschlagen Wagen
unverziert-1,unverziert,2352-fako,
unverziert-2,unverziert,5736-lusta,
unverziert-3,unverziert,8029-selejt,
unverziert-4,unverziert,8189-sima,
unscheinbar-1,unscheinbar,2352-fako,unscheinbar
Faksimile-1,Faksimile,2353-fakszimile,Faksimile
Faxen-1,Faxen,2354-fakszni,Faxen
Geschaftsgehilfe-1,Geschäftsgehilfe,2355-faktor,
mathematischerFaktor-1,mathematischer Faktor,2355-faktor,mathematischer Faktor
LeitereinerSetzerei-1,Leiter einer Setzerei,2355-faktor,Leiter einer Setzerei
Buchdruckerei-1,Buchdruckerei,2355-faktor,Buchdruckerei
Betriebsleiter-1,Betriebsleiter,2355-faktor,Betriebsleiter
bestimmendesElement-1,bestimmendes Element,2355-faktor,bestimmendes Element
Tatsache-1,Tatsache,2356-faktum,Tatsache
Tatsache-2,Tatsache,9164-teny,Tatsache
ProduktderMultiplikation-1,Produkt der Multiplikation,2356-faktum,Produkt der Multiplikation
FakultateinerUniversitat-1,Fakultät 〈einer Universität,2357-fakultas,Fakultät einer Universität
Recht-1,Recht,2357-fakultas,Recht
Recht-2,Recht,3810-igaz,Recht
Recht-3,Recht,4068-jog,Recht
Recht-4,Recht,4099-juss,Recht
nachBelieben-1,nach Belieben,2358-fakultativ,nach Belieben
nacheigenemErmessen-1,nach eigenem Ermessen,2358-fakultativ,nach eigenem Ermessen
fakultativ-1,fakultativ,2358-fakultativ,fakultativ
fressen-1,fressen,2359-fal,fressen
fressen-2,fressen,3277-habzsol,fressen
fressen-3,fressen,5186-kotyval,fressen
fressen-4,fressen,6462-nyak,fressen
fressen-5,fressen,7301-pofa,fressen
fressen-6,fressen,7611-rag,fressen
fressen-7,fressen,9788-vedel,fressen
fressen-8,fressen,10009-zabal,fressen
fressen-9,fressen,10009-zabal,fressen
habgierigsichaneignen-1,habgierig sich aneignen,2359-fal,habgierig sich aneignen
indenMundnehmen-1,in den Mund nehmen,2359-fal,in den Mund nehmen
raschundmitSpannunglesen-1,rasch und mit Spannung lesen,2359-fal,rasch und mit Spannung lesen
etwingroerMengeverbrauchen-1,etw in großer Menge verbrauchen,2359-fal,etw in großer Menge verbrauchen
Bissen-1,Bissen,2359-fal,Bissen
Bissen-2,Bissen,2364-falka,Bissen
Bissen-3,Bissen,2663-folt,Bissen
Bissen-4,Bissen,5025-konc,Bissen
anetwherumbeien-1,an etw herumbeißen,2359-fal,an etw herumbeißen
Wand-1,Wand,2360-fal,Wand
Wand-2,Wand〉,8322-soveny,Wand
Mauer-1,Mauer,2360-fal,Mauer
Mauer-2,Mauer〉,9707-isvakol,Mauer
Radfelge-1,Radfelge,2360-fal,
Daube-1,Daube,2360-fal,Daube
TeilderFischreuse-1,Teil der Fischreuse,2360-fal,Teil der Fischreuse
TeilderFischreuse-2,Teil der Fischreuse,9383-tomloc,Teil der Fischreuse
TeilderFischreuse-3,Teil der Fischreuse,9761-varsa,Teil der Fischreuse
ohneMauern-1,ohne Mauern,2360-fal,ohne Mauern
felgen-1,felgen,2360-fal,felgen
mauern-1,mauern,2360-fal,mauern
SchmierestehenimArg-1,Schmiere stehen 〈im Arg〉,2360-fal,Schmiere stehen im Arg
rugen-1,rügen,2361-falangat,rügen
rugen-2,rügen,2429-fedd,rügen
rugen-3,rügen,2429-fedd,rügen
rugen-4,rügen,3814-igez,rügen
rugen-5,rügen,4488-karpal,rügen
rugen-6,rügen,5042-kongat,rügen
rugen-7,rügen,5123-korhol,rügen
rugen-8,rügen,7109-perzsel,rügen
rugen-9,rügen,7421-porkol,rügen
rugen-10,rügen,7873-ro,rügen
Phalanstere-1,Phalanstére,2362-falanszter,
Falzhammer-1,Falzhammer,2363-falc,
Hohlfalz-1,Hohlfalz,2363-falc,
Schabmesser-1,Schabmesser,2363-falc,
Schabmesser-2,Schabmesser,2971-gereben,
FalzhobelZimmermannsgerat-1,Falzhobel 〈Zimmermannsgerät〉,2363-falc,
BefestigungshakenamSensenbaum-1,Befestigungshaken am Sensenbaum,2363-falc,Befestigungshaken am Sensenbaum
GruntuckvonbestimmterGroe-1,Gruntück von bestimmter Größe,2364-falka,Gruntück von bestimmter Größe
einStuckchenZeitlang-1,ein Stückchen Zeit 〈lang〉,2364-falka,ein Stückchen Zeit lang
GruppevonMenschen-1,Gruppe von Menschen,2364-falka,Gruppe von Menschen
GruppevonMenschen-2,Gruppe 〈von Menschen,3135-grupp,Gruppe von Menschen
GruppevonTierenMeute-1,Gruppe von Tieren 〈Meute,2364-falka,Gruppe von Tieren Meute
Schwarmusw-1,Schwärm usw〉,2364-falka,Schwärm usw
ArtleichtesGeschutz-1,Art leichtes Geschütz,2365-falkoneta,Art leichtes Geschütz
Dorf-1,Dorf,2367-falu,Dorf
Dorf-2,Dorf,8280-sok,Dorf
Dorf-3,Dorf-,9017-tanacs,Dorf
Dorf-4,Dorf,9889-videk,Dorf
EinwohnerschafteinesDorfes-1,Einwohnerschaft eines Dorfes,2367-falu,Einwohnerschaft eines Dorfes
Schlo-1,Schloß,2367-falu,Schloß
Schlo-2,Schloß,4126-kastely,Schloß
Schlo-3,Schloß,4518-kastaey,Schloß
Schlo-4,Schloß,6812-palota,Schloß
Schlo-5,Schloß,7277-pleh,Schloß
Schlo-6,Schloß,7716-rekesz,Schloß
Schlo-7,Schloß,7808-rezidencia,Schloß
Schlo-8,Schloß,9747-var,Schloß
Schlo-9,Schloß,10034-zar,Schloß
Festung-1,Festung,2367-falu,Festung
Festung-2,Festung,9747-var,Festung
Grundbesitz-1,Grundbesitz,2367-falu,Grundbesitz
Grundbesitz-2,Grundbesitz,3134-grund,Grundbesitz
Grundbesitz-3,Grundbesitz,9135-telek,Grundbesitz
DorfalsGrundbesitz-1,Dorf als Grundbesitz,2367-falu,Dorf als Grundbesitz
dorflich-1,dörflich,2367-falu,dörflich
dorfisch-1,dörfisch,2367-falu,
Dorfbewohner-1,Dorfbewohner,2367-falu,Dorfbewohner
Gerucht-1,Gerücht,2368-fama,Gerücht
Gerucht-2,Gerücht,6094-mendemonda,Gerücht
Gerucht-3,Gerücht,6212-monda,Gerücht
Gerucht-4,Gerücht,7279-pletyka,Gerücht
Gerucht-5,Gerücht,8651-szel,Gerücht
Gerede-1,Gerede,2368-fama,Gerede
Gerede-2,Gerede,6212-monda,Gerede
Gerede-3,Gerede,7279-pletyka,Gerede
Gerede-4,Gerede,7699-rege,Gerede
Gerede-5,Gerede,8833-szo,Gerede
Gerede-6,Gerede,8903-szoveg,Gerede
Gerede-7,Gerede,9148-temonda,Gerede
Gerede-8,Gerede,10048-zenebona,Gerede
Familienmitglied-1,Familienmitglied,2369-familia,Familienmitglied
Dienstschuler-1,Dienstschüler,2370-famulus,
Assistent-1,Assistent,2370-famulus,Assistent
standigerHelfer-1,ständiger Helfer,2370-famulus,ständiger Helfer
haare-1,haare,2371-fan,haare
FaserchenandenWurzeln-1,Fäserchen an den Wurzeln,2371-fan,Fäserchen an den Wurzeln
haarig-1,haarig,2371-fan,haarig
haarig-2,haarig,7365-porhajas,haarig
haarig-3,haarig,9652-ustok,haarig
Fanatiker-1,Fanatiker,2372-fanatikus,Fanatiker
fanatisch-1,fanatisch,2372-fanatikus,fanatisch
hamisch-1,hämisch,2373-fancsal,hämisch
Trompetenschall-1,Trompetenschall,2374-fanfar,
FanfarenstoalsSignal-1,Fanfarenstoß 〈als Signal〉,2374-fanfar,Fanfarenstoß als Signal
Fanfare-1,Fanfare,2374-fanfar,Fanfare
Krapfen-1,Krapfen,2375-fank,Krapfen
Krapfen-2,Krapfen,7649-rantotta,Krapfen
Spritzkuchen-1,Spritzkuchen,2375-fank,
uberspannt-1,überspannt,2376-fantasztikus,überspannt
Trugbild-1,Trugbild,2377-fantazia,Trugbild
Trugbild-2,Trugbild,7802-revul,Trugbild
Trugbild-3,Trugbild,7802-revul,Trugbild
traumerischeDenkweise-1,träumerische Denkweise,2377-fantazia,träumerische Denkweise
Erfindungsgabe-1,Erfindungsgabe,2377-fantazia,Erfindungsgabe
Wahnsinn-1,Wahnsinn,2377-fantazia,Wahnsinn
Wahnsinn-2,Wahnsinn,4193-kabolgya,Wahnsinn
Wahnsinn-3,Wahnsinn,7699-rege,Wahnsinn
FantasieMusikwerk-1,Fantasie 〈Musikwerk〉,2377-fantazia,Fantasie Musikwerk
zuLehrzweckennachgebildeterKorperteil-1,zu Lehrzwecken nachgebildeter Körperteil,2378-fantom,zu Lehrzwecken nachgebildeter Körperteil
MafurMa-1,Maß für Maß,2379-fantonfant,Maß für Maß
GleichesmitGleichem-1,Gleiches mit Gleichem,2379-fantonfant,Gleiches mit Gleichem
aufBiegenoderBrechen-1,auf Biegen oder Brechen,2379-fantonfant,auf Biegen oder Brechen
umjedenPreis-1,um jeden Preis,2379-fantonfant,um jeden Preis
sichinbedrangterLagebefinden-1,sich in bedrängter Lage befinden,2380-fanyalog,sich in bedrängter Lage befinden
winseln-1,winseln,2380-fanyalog,winseln
winseln-2,winseln,6498-nyi,winseln
winseln-3,winseln,7817-ri,winseln
winseln-4,winseln,8942-szukol,winseln
einesaureMienemachen-1,eine saure Miene machen,2380-fanyalog,eine saure Miene machen
sichschleppen-1,sich schleppen,2380-fanyalog,sich schleppen
sichschleppen-2,sich schleppen,9741-vanszorodik,sich schleppen
Hinterteil-1,Hinterteil,2381-far,Hinterteil
Hinterteil-2,Hinterteil,9612-uto,Hinterteil
Hinterteil-3,Hinterteil,9614-utol,Hinterteil
SteidesMenschen-1,Steiß 〈des Menschen,2381-far,Steiß des Menschen
derSaugetiere-1,der Säugetiere〉,2381-far,der Säugetiere
obererSchenkeldesMenschen-1,oberer Schenkel 〈des Menschen〉,2381-far,oberer Schenkel des Menschen
miteinerstarkenRundungplotzlichabbrechendesEndeeinesBerges-1,mit einer starken Rundung plötzlich abbrechendes Ende eines Berges,2381-far,mit einer starken Rundung plötzlich abbrechendes Ende eines Berges
Heck-1,Heck,2381-far,Heck
hintererTeilvonFahrzeugenodGebauden-1,hinterer Teil 〈von Fahrzeugen od Gebäuden〉,2381-far,hinterer Teil von Fahrzeugen od Gebäuden
ermuden-1,ermüden,2383-farad,ermüden
ermuden-2,ermüden,9700-vajudik,ermüden
sichumetwbemuhen-1,sich um etw bemühen,2383-farad,sich um etw bemühen
sichzujmdmodirgendwohinbemuhen-1,sich zu jmdm od irgendwohin bemühen,2383-farad,sich zu jmdm od irgendwohin bemühen
schnitzen-1,schnitzen,2384-farag,schnitzen
schnitzen-2,schnitzen,7627-rajzol,schnitzen
schnitzen-3,schnitzen,9400-torlejt,schnitzen
meieln-1,meißeln,2384-farag,meißeln
meieln-2,meißeln,9848-ves,meißeln
abschuppenFisch-1,abschuppen 〈Fisch〉,2384-farag,abschuppen Fisch
jmdnbilden-1,jmdn bilden,2384-farag,jmdn bilden
unbearbeitet-1,unbearbeitet,2384-farag,unbearbeitet
ungehobelt-1,ungehobelt,2384-farag,ungehobelt
ungehobelt-2,ungehobelt,6195-mokany,ungehobelt
ungehobelt-3,ungehobelt,6724-ormotlan,ungehobelt
ungehobelt-4,ungehobelt,6759-otromba,ungehobelt
ungehobelt-5,ungehobelt,9379-tomerdek,ungehobelt
rohMensch-1,roh 〈Mensch〉,2384-farag,roh Mensch
ArtgrobesKasernenspiel-1,Art grobes Kasernenspiel,2385-faramuci,Art grobes Kasernenspiel
Gesa-1,Gesäß,2385-faramuci,Gesäß
Gesa-2,Gesäß,2486-fenek,Gesäß
Gesa-3,Gesäß,4928-koffer,Gesäß
Gesa-4,Gesäß,6385-nehez,Gesäß
Gesa-5,Gesäß,7141-picsa,Gesäß
Gesa-6,Gesäß,7351-popo,Gesäß
ArschdrescheArtgrobesGesellschaftsspie-1,Arschdresche 〈Art grobes Gesellschaftsspie〉,2385-faramuci,Arschdresche Art grobes Gesellschaftsspie
kompliziert-1,kompliziert,2385-faramuci,kompliziert
kompliziert-2,kompliziert,6465-nyakatekert,kompliziert
verdachtig-1,verdächtig,2385-faramuci,verdächtig
verdachtig-2,verdächtig,4635-ketes,verdächtig
obskurMensch-1,obskur 〈Mensch,2385-faramuci,obskur Mensch
agyptischerHerrscherimAltertum-1,ägyptischer Herrscher im Altertum,2386-farao,ägyptischer Herrscher im Altertum
Kreuzbein-1,Kreuzbein,2387-farcsik,Kreuzbein
Kreuzbein-2,Kreuzbein,4597-kereszt,Kreuzbein
Steibein-1,Steißbein,2387-farcsik,Steißbein
Burzel-1,Bürzel,2387-farcsik,Bürzel
Burzel-2,Bürzel,7198-pipelle,Bürzel
Schwanzwurzel-1,Schwanzwurzel,2387-farcsik,Schwanzwurzel
Reifrock-1,Reifrock,2388-fardagaly,Reifrock
schmuckhafterhintererTeildesPferdegeschirrs-1,schmuckhafter hinterer Teil des Pferdegeschirrs,2388-fardagaly,schmuckhafter hinterer Teil des Pferdegeschirrs
mulmiger-1,mulmiger,2389-fare,
morscherTeildesBaumes-1,morscher Teil des Baumes,2389-fare,morscher Teil des Baumes
trocken-1,trocken,2389-fare,trocken
trocken-2,trocken,6608-osztover,trocken
trocken-3,trocken,8581-szaraz,trocken
holzartig-1,holzartig,2389-fare,
schwerzuverschlucken-1,schwer zu verschlucken,2389-fare,schwer zu verschlucken
unschmackhaft-1,unschmackhaft,2389-fare,
Streithengst-1,Streithengst,2390-faris,
Kampfro-1,Kampfroß,2390-faris,
PharisaerinaltjudischenGemeinschaften-1,Pharisäer 〈in altjüdischen Gemeinschaften〉,2391-farizeus,Pharisäer in altjüdischen Gemeinschaften
Heuchler-1,Heuchler,2391-farizeus,Heuchler
Heuchler-2,Heuchler,4313-kameleon,Heuchler
Heuchler-3,Heuchler,6736-orv,Heuchler
ArtGeratzurHerstellungvonSchindeln-1,Art Gerät zur Herstellung von Schindeln,2392-farkas,Art Gerät zur Herstellung von Schindeln
Hautwolf-1,Hautwolf,2392-farkas,
Hauttuberkulose-1,Hauttuberkulose,2392-farkas,
WolfMaschine-1,Wolf 〈Maschine〉,2392-farkas,Wolf Maschine
Schwanzriemen-1,Schwanzriemen,2393-farmatring,
Schwanzriemen-2,Schwanzriemen,4727-kentreg,
SchwanzriemenalsZuchtigungsmittelimaltenHeer-1,Schwanzriemen als Züchtigungsmittel im alten Heer,2393-farmatring,Schwanzriemen als Züchtigungsmittel im alten Heer
SeilzumZiehendesKarrens-1,Seil zum Ziehen des Karrens,2393-farmatring,Seil zum Ziehen des Karrens
Farmer-1,Farmer,2394-farmer,Farmer
JeansHose-1,Jeans 〈Hose〉,2394-farmer,Jeans Hose
Schwanz-1,Schwanz,2395-farok,Schwanz
Schweif-1,Schweif,2395-farok,Schweif
Schweif-2,Schweif-,9652-ustok,Schweif
Vogelschwanz-1,Vogelschwanz,2395-farok,
hinausragenderTeil-1,hinausragender Teil,2395-farok,hinausragender Teil
Hinterteilvonetw-1,Hinterteil von etw,2395-farok,Hinterteil von etw
dieletztenTage-1,die letzten Tage,2395-farok,die letzten Tage
EndeeinerZeitspanne-1,Ende einer Zeitspanne,2395-farok,Ende einer Zeitspanne
Gefolge-1,Gefolge,2395-farok,Gefolge
Gefolge-2,Gefolge,8244-slepp,Gefolge
Geleit-1,Geleit,2395-farok,Geleit
geschwanzt-1,geschwänzt,2395-farok,geschwänzt
Fasching-1,Fasching,2396-farsang,Fasching
ruckwartsgehen-1,rückwärts gehen,2397-fartol,rückwärts gehen
sichzuruckziehen-1,sich zurückziehen,2397-fartol,sich zurückziehen
sichzuruckziehen-2,sich zurückziehen,9989-vonatkozik,sich zurückziehen
